# Source: Kowalczyk et al. 2023, DOI: 10.5281/zenodo.8169158
6.750000000000000444e-01;6.750000000000000444e-01;8.077316060141390697e-01
1.125000000000000000e+00;6.750000000000000444e-01;5.459059502396154118e-01
1.574999999999999956e+00;6.750000000000000444e-01;5.959338302829653156e-01
2.024999999999999911e+00;6.750000000000000444e-01;8.430578662644291343e-01
2.475000000000000089e+00;6.750000000000000444e-01;1.107970282612282809e+00
2.924999999999999822e+00;6.750000000000000444e-01;5.182054679656170615e-01
3.375000000000000000e+00;6.750000000000000444e-01;4.735182451822493865e-01
3.825000000000000178e+00;6.750000000000000444e-01;5.527260164279144128e-01
4.275000000000000355e+00;6.750000000000000444e-01;5.845075321720545336e-01
4.724999999999999645e+00;6.750000000000000444e-01;4.348509595005427553e-01
5.174999999999999822e+00;6.750000000000000444e-01;4.192239607824451153e-01
5.625000000000000000e+00;6.750000000000000444e-01;1.910652794081154349e-01
6.075000000000000178e+00;6.750000000000000444e-01;3.934701791487286715e-01
6.525000000000000355e+00;6.750000000000000444e-01;2.750462757729056351e-01
6.974999999999999645e+00;6.750000000000000444e-01;5.951464250226559116e-01
7.424999999999999822e+00;6.750000000000000444e-01;4.353298388160196652e-01
7.875000000000000000e+00;6.750000000000000444e-01;1.215218630903743824e-01
8.324999999999999289e+00;6.750000000000000444e-01;6.289993054890229418e-01
8.775000000000000355e+00;6.750000000000000444e-01;3.736436700574521375e-01
9.224999999999999645e+00;6.750000000000000444e-01;5.044819356803781352e-01
9.675000000000000711e+00;6.750000000000000444e-01;5.723041483064094104e-01
1.012500000000000000e+01;6.750000000000000444e-01;2.700810405827412386e-01
1.057499999999999929e+01;6.750000000000000444e-01;4.884956641978640546e-01
1.102500000000000036e+01;6.750000000000000444e-01;2.611188431312568281e-01
1.147499999999999964e+01;6.750000000000000444e-01;6.818863735163321893e-01
1.192500000000000071e+01;6.750000000000000444e-01;4.364745993822388148e-01
1.237500000000000000e+01;6.750000000000000444e-01;3.221175903113446259e-01
1.282499999999999929e+01;6.750000000000000444e-01;5.578967411352964145e-01
1.327500000000000036e+01;6.750000000000000444e-01;7.138728210331649615e-01
1.372499999999999964e+01;6.750000000000000444e-01;1.990868612064780330e-01
1.417500000000000071e+01;6.750000000000000444e-01;1.276473836481001323e-01
1.462500000000000000e+01;6.750000000000000444e-01;4.536018368204251527e-01
1.507499999999999929e+01;6.750000000000000444e-01;8.175593255662215453e-02
1.552500000000000036e+01;6.750000000000000444e-01;8.619138843603726952e-02
1.597499999999999964e+01;6.750000000000000444e-01;-1.567814043288741632e-01
1.642500000000000071e+01;6.750000000000000444e-01;-1.644788083158759684e-01
1.687500000000000000e+01;6.750000000000000444e-01;2.453556267830455384e-01
1.732499999999999929e+01;6.750000000000000444e-01;1.176017833093168097e-02
1.777499999999999858e+01;6.750000000000000444e-01;1.760429932080590787e-01
1.822500000000000142e+01;6.750000000000000444e-01;1.821521051379978995e-01
1.867500000000000071e+01;6.750000000000000444e-01;1.919870843401735583e-01
1.912500000000000000e+01;6.750000000000000444e-01;-1.204526529819093111e-01
1.957499999999999929e+01;6.750000000000000444e-01;-4.762993496567535985e-04
2.002499999999999858e+01;6.750000000000000444e-01;-3.926870326026555835e-01
2.047500000000000142e+01;6.750000000000000444e-01;-9.824738432668214672e-02
2.092500000000000071e+01;6.750000000000000444e-01;1.308527490883652777e-01
2.137500000000000000e+01;6.750000000000000444e-01;-2.403804264774878630e-01
2.182499999999999929e+01;6.750000000000000444e-01;-6.325309090564096293e-01
2.227499999999999858e+01;6.750000000000000444e-01;-2.907718376067531807e-01
2.272500000000000142e+01;6.750000000000000444e-01;-1.768586353610011319e-01
2.317500000000000071e+01;6.750000000000000444e-01;1.318784878886055112e-01
2.362500000000000000e+01;6.750000000000000444e-01;-2.460355492285042633e-01
2.407499999999999929e+01;6.750000000000000444e-01;1.969393228148962061e-01
2.452499999999999858e+01;6.750000000000000444e-01;-8.368241161744648104e-02
2.497500000000000142e+01;6.750000000000000444e-01;-1.760604916761839001e-01
2.542500000000000071e+01;6.750000000000000444e-01;-1.492618532596316251e-02
2.587500000000000000e+01;6.750000000000000444e-01;5.084628310524969691e-02
2.632499999999999929e+01;6.750000000000000444e-01;-1.197733122853862631e-01
2.677499999999999858e+01;6.750000000000000444e-01;6.932035104718063667e-02
2.722500000000000142e+01;6.750000000000000444e-01;8.818499201401429344e-02
2.767500000000000071e+01;6.750000000000000444e-01;3.846614825745411359e-01
2.812500000000000000e+01;6.750000000000000444e-01;-1.058292928898551394e-02
2.857499999999999929e+01;6.750000000000000444e-01;5.557655847754410239e-01
2.902499999999999858e+01;6.750000000000000444e-01;4.406659255122007818e-02
2.947500000000000142e+01;6.750000000000000444e-01;-9.491390759525969445e-02
2.992500000000000071e+01;6.750000000000000444e-01;-1.196869274078570106e-01
3.037500000000000000e+01;6.750000000000000444e-01;-3.821517798742787853e-01
3.082499999999999929e+01;6.750000000000000444e-01;-6.158350584692349333e-02
3.127499999999999858e+01;6.750000000000000444e-01;-9.368314194481640322e-02
3.172500000000000142e+01;6.750000000000000444e-01;-3.713399155380226607e-02
3.217499999999999716e+01;6.750000000000000444e-01;-4.915881758011073771e-02
3.262500000000000000e+01;6.750000000000000444e-01;-1.377026085760246418e-02
3.307500000000000284e+01;6.750000000000000444e-01;-3.723338439891161755e-01
3.352499999999999858e+01;6.750000000000000444e-01;8.891599654030765687e-02
3.397500000000000142e+01;6.750000000000000444e-01;-2.144793122451076062e-01
